NAME,TIMESTAMP,PATH,MILISECONDS_REQ,MILISECONDS_DELTA
lighthouse,2022-03-17 08:35:44.249241,http://localhost:5052/eth/v2/beacon/blocks/3250342,71.916,73.459
lighthouse,2022-03-17 08:35:44.249245,http://localhost:5052/eth/v2/beacon/blocks/1498870,135.024,136.27
lighthouse,2022-03-17 08:35:44.249248,http://localhost:5052/eth/v2/beacon/blocks/2877337,84.021,85.38
lighthouse,2022-03-17 08:35:44.249252,http://localhost:5052/eth/v2/beacon/blocks/2416282,54.785,56.066
lighthouse,2022-03-17 08:35:44.249255,http://localhost:5052/eth/v2/beacon/blocks/3183989,70.153,71.497
lighthouse,2022-03-17 08:35:44.249258,http://localhost:5052/eth/v2/beacon/blocks/1408146,16.007,17.285
lighthouse,2022-03-17 08:35:44.249262,http://localhost:5052/eth/v2/beacon/blocks/2399808,58.548,59.876
lighthouse,2022-03-17 08:35:44.249265,http://localhost:5052/eth/v2/beacon/blocks/3077579,72.622,73.973
lighthouse,2022-03-17 08:35:44.249269,http://localhost:5052/eth/v2/beacon/blocks/1166607,18.129,19.48
lighthouse,2022-03-17 08:35:44.249272,http://localhost:5052/eth/v2/beacon/blocks/1761981,24.433,25.753
lighthouse,2022-03-17 08:35:44.249275,http://localhost:5052/eth/v2/beacon/blocks/1221949,33.951,35.175
lighthouse,2022-03-17 08:35:44.249279,http://localhost:5052/eth/v2/beacon/blocks/2520233,27.262,28.547
lighthouse,2022-03-17 08:35:44.249282,http://localhost:5052/eth/v2/beacon/blocks/3160803,36.663,37.963
lighthouse,2022-03-17 08:35:44.249286,http://localhost:5052/eth/v2/beacon/blocks/1982427,53.632,55.004
lighthouse,2022-03-17 08:35:44.249289,http://localhost:5052/eth/v2/beacon/blocks/1081733,80.507,81.833
lighthouse,2022-03-17 08:35:44.249293,http://localhost:5052/eth/v2/beacon/blocks/32337,42.398,43.639
lighthouse,2022-03-17 08:35:44.249296,http://localhost:5052/eth/v2/beacon/blocks/963857,134.383,135.52
lighthouse,2022-03-17 08:35:44.249300,http://localhost:5052/eth/v2/beacon/blocks/2526070,22.769,28.469
lighthouse,2022-03-17 08:35:44.249303,http://localhost:5052/eth/v2/beacon/blocks/2533577,88.706,90.018
lighthouse,2022-03-17 08:35:44.249306,http://localhost:5052/eth/v2/beacon/blocks/771681,125.944,127.229
lighthouse,2022-03-17 08:35:44.249310,http://localhost:5052/eth/v2/beacon/blocks/2679087,58.199,59.548
lighthouse,2022-03-17 08:35:44.249313,http://localhost:5052/eth/v2/beacon/blocks/2186317,90.422,91.805
lighthouse,2022-03-17 08:35:44.249316,http://localhost:5052/eth/v2/beacon/blocks/974738,76.554,77.758
lighthouse,2022-03-17 08:35:44.249320,http://localhost:5052/eth/v2/beacon/blocks/480243,76.165,77.357
lighthouse,2022-03-17 08:35:44.249323,http://localhost:5052/eth/v2/beacon/blocks/896938,153.07,154.302
lighthouse,2022-03-17 08:35:44.249326,http://localhost:5052/eth/v2/beacon/blocks/1416209,33.756,34.966
lighthouse,2022-03-17 08:35:44.249330,http://localhost:5052/eth/v2/beacon/blocks/1330600,22.842,24.081
lighthouse,2022-03-17 08:35:44.249333,http://localhost:5052/eth/v2/beacon/blocks/2270245,310.876,312.121
lighthouse,2022-03-17 08:35:44.249337,http://localhost:5052/eth/v2/beacon/blocks/3229043,38.704,40.129
lighthouse,2022-03-17 08:35:44.249340,http://localhost:5052/eth/v2/beacon/blocks/3308901,52.083,53.398
lighthouse,2022-03-17 08:35:44.249343,http://localhost:5052/eth/v2/beacon/blocks/458176,304.404,305.755
lighthouse,2022-03-17 08:35:44.249347,http://localhost:5052/eth/v2/beacon/blocks/1800803,70.04,71.398
lighthouse,2022-03-17 08:35:44.249350,http://localhost:5052/eth/v2/beacon/blocks/2658779,52.063,53.4
lighthouse,2022-03-17 08:35:44.249353,http://localhost:5052/eth/v2/beacon/blocks/1670913,24.381,25.798
lighthouse,2022-03-17 08:35:44.249357,http://localhost:5052/eth/v2/beacon/blocks/1781307,52.41,53.767
lighthouse,2022-03-17 08:35:44.249361,http://localhost:5052/eth/v2/beacon/blocks/2761382,388.793,390.08
lighthouse,2022-03-17 08:35:44.249367,http://localhost:5052/eth/v2/beacon/blocks/2853801,199.157,200.822
lighthouse,2022-03-17 08:35:44.249371,http://localhost:5052/eth/v2/beacon/blocks/2341637,45.237,46.625
lighthouse,2022-03-17 08:35:44.249374,http://localhost:5052/eth/v2/beacon/blocks/375673,85.299,86.517
lighthouse,2022-03-17 08:35:44.249378,http://localhost:5052/eth/v2/beacon/blocks/2398010,106.0,107.34
lighthouse,2022-03-17 08:35:44.249381,http://localhost:5052/eth/v2/beacon/blocks/2841581,19.748,21.053
lighthouse,2022-03-17 08:35:44.249385,http://localhost:5052/eth/v2/beacon/blocks/62907,64.873,66.102
lighthouse,2022-03-17 08:35:44.249388,http://localhost:5052/eth/v2/beacon/blocks/2719622,36.605,37.938
lighthouse,2022-03-17 08:35:44.249392,http://localhost:5052/eth/v2/beacon/blocks/816622,50.701,51.993
lighthouse,2022-03-17 08:35:44.249395,http://localhost:5052/eth/v2/beacon/blocks/419768,74.019,75.247
lighthouse,2022-03-17 08:35:44.249399,http://localhost:5052/eth/v2/beacon/blocks/2166677,52.14,53.555
lighthouse,2022-03-17 08:35:44.249404,http://localhost:5052/eth/v2/beacon/blocks/293340,97.201,98.637
lighthouse,2022-03-17 08:35:44.249408,http://localhost:5052/eth/v2/beacon/blocks/3234641,52.953,54.563
lighthouse,2022-03-17 08:35:44.249411,http://localhost:5052/eth/v2/beacon/blocks/2604244,53.09,54.621
lighthouse,2022-03-17 08:35:44.249415,http://localhost:5052/eth/v2/beacon/blocks/781142,50.787,52.208
lighthouse,2022-03-17 08:35:44.249418,http://localhost:5052/eth/v2/beacon/blocks/2529826,155.559,156.878
lighthouse,2022-03-17 08:35:44.249421,http://localhost:5052/eth/v2/beacon/blocks/2673456,203.323,204.693
lighthouse,2022-03-17 08:35:44.249425,http://localhost:5052/eth/v2/beacon/blocks/2378076,26.393,27.794
lighthouse,2022-03-17 08:35:44.249428,http://localhost:5052/eth/v2/beacon/blocks/3120665,22.271,23.602
lighthouse,2022-03-17 08:35:44.249431,http://localhost:5052/eth/v2/beacon/blocks/659035,62.199,63.392
lighthouse,2022-03-17 08:35:44.249435,http://localhost:5052/eth/v2/beacon/blocks/3222173,80.686,82.008
lighthouse,2022-03-17 08:35:44.249438,http://localhost:5052/eth/v2/beacon/blocks/1519626,105.823,107.075
lighthouse,2022-03-17 08:35:44.249441,http://localhost:5052/eth/v2/beacon/blocks/2058683,85.801,87.131
lighthouse,2022-03-17 08:35:44.249445,http://localhost:5052/eth/v2/beacon/blocks/348126,126.776,127.996
lighthouse,2022-03-17 08:35:44.249448,http://localhost:5052/eth/v2/beacon/blocks/689151,142.3,143.618
lighthouse,2022-03-17 08:35:44.249452,http://localhost:5052/eth/v2/beacon/blocks/1799718,242.105,243.6
lighthouse,2022-03-17 08:35:44.249460,http://localhost:5052/eth/v2/beacon/blocks/2375462,55.003,56.378
lighthouse,2022-03-17 08:35:44.249463,http://localhost:5052/eth/v2/beacon/blocks/2873609,90.959,92.631
lighthouse,2022-03-17 08:35:44.249466,http://localhost:5052/eth/v2/beacon/blocks/3367918,90.958,97.733
lighthouse,2022-03-17 08:35:44.249470,http://localhost:5052/eth/v2/beacon/blocks/1099335,150.539,151.905
lighthouse,2022-03-17 08:35:44.249473,http://localhost:5052/eth/v2/beacon/blocks/3372235,50.893,52.546
lighthouse,2022-03-17 08:35:44.249476,http://localhost:5052/eth/v2/beacon/blocks/915057,86.022,87.322
lighthouse,2022-03-17 08:35:44.249480,http://localhost:5052/eth/v2/beacon/blocks/3165715,101.599,102.919
lighthouse,2022-03-17 08:35:44.249483,http://localhost:5052/eth/v2/beacon/blocks/1688621,58.332,59.53
lighthouse,2022-03-17 08:35:44.249486,http://localhost:5052/eth/v2/beacon/blocks/1117245,35.438,36.761
lighthouse,2022-03-17 08:35:44.249490,http://localhost:5052/eth/v2/beacon/blocks/204038,51.56,52.772
lighthouse,2022-03-17 08:35:44.249493,http://localhost:5052/eth/v2/beacon/blocks/167162,49.705,50.849
lighthouse,2022-03-17 08:35:44.249499,http://localhost:5052/eth/v2/beacon/blocks/3047285,74.624,75.896
lighthouse,2022-03-17 08:35:44.249503,http://localhost:5052/eth/v2/beacon/blocks/586113,73.479,74.657
lighthouse,2022-03-17 08:35:44.249506,http://localhost:5052/eth/v2/beacon/blocks/1787989,37.858,39.063
lighthouse,2022-03-17 08:35:44.249510,http://localhost:5052/eth/v2/beacon/blocks/1586610,45.552,46.88
lighthouse,2022-03-17 08:35:44.249513,http://localhost:5052/eth/v2/beacon/blocks/3198970,58.523,59.812
lighthouse,2022-03-17 08:35:44.249516,http://localhost:5052/eth/v2/beacon/blocks/363579,105.76,106.949
lighthouse,2022-03-17 08:35:44.249520,http://localhost:5052/eth/v2/beacon/blocks/1677483,28.697,30.077
lighthouse,2022-03-17 08:35:44.249523,http://localhost:5052/eth/v2/beacon/blocks/11761,116.041,117.226
lighthouse,2022-03-17 08:35:44.249526,http://localhost:5052/eth/v2/beacon/blocks/2114758,40.888,42.191
lighthouse,2022-03-17 08:35:44.249530,http://localhost:5052/eth/v2/beacon/blocks/2544387,104.767,106.135
lighthouse,2022-03-17 08:35:44.249533,http://localhost:5052/eth/v2/beacon/blocks/2261055,96.253,97.587
lighthouse,2022-03-17 08:35:44.249536,http://localhost:5052/eth/v2/beacon/blocks/2009700,55.85,57.258
lighthouse,2022-03-17 08:35:44.249540,http://localhost:5052/eth/v2/beacon/blocks/114848,29.042,30.366
lighthouse,2022-03-17 08:35:44.249543,http://localhost:5052/eth/v2/beacon/blocks/2193820,68.337,69.876
lighthouse,2022-03-17 08:35:44.249546,http://localhost:5052/eth/v2/beacon/blocks/3014909,81.571,83.03
lighthouse,2022-03-17 08:35:44.249550,http://localhost:5052/eth/v2/beacon/blocks/3130162,52.975,54.474
lighthouse,2022-03-17 08:35:44.249553,http://localhost:5052/eth/v2/beacon/blocks/1897218,49.555,50.969
lighthouse,2022-03-17 08:35:44.249556,http://localhost:5052/eth/v2/beacon/blocks/1206293,281.356,284.22
lighthouse,2022-03-17 08:35:44.249559,http://localhost:5052/eth/v2/beacon/blocks/2824940,155.024,156.723
lighthouse,2022-03-17 08:35:44.249563,http://localhost:5052/eth/v2/beacon/blocks/3265824,30.512,32.055
lighthouse,2022-03-17 08:35:44.249574,http://localhost:5052/eth/v2/beacon/blocks/1805065,79.209,80.791
lighthouse,2022-03-17 08:35:44.249577,http://localhost:5052/eth/v2/beacon/blocks/640220,41.303,42.527
lighthouse,2022-03-17 08:35:44.249580,http://localhost:5052/eth/v2/beacon/blocks/2696064,77.363,79.075
lighthouse,2022-03-17 08:35:44.249584,http://localhost:5052/eth/v2/beacon/blocks/2795870,100.469,102.281
lighthouse,2022-03-17 08:35:44.249592,http://localhost:5052/eth/v2/beacon/blocks/2527492,76.204,81.712
lighthouse,2022-03-17 08:35:44.249595,http://localhost:5052/eth/v2/beacon/blocks/2666655,61.566,63.214
lighthouse,2022-03-17 08:35:44.249599,http://localhost:5052/eth/v2/beacon/blocks/3272869,33.832,35.103
lighthouse,2022-03-17 08:35:44.249602,http://localhost:5052/eth/v2/beacon/blocks/2627379,25.437,27.131
lighthouse,2022-03-17 08:35:44.249605,http://localhost:5052/eth/v2/beacon/blocks/248141,55.212,56.362
lighthouse,2022-03-17 08:35:44.249609,http://localhost:5052/eth/v2/beacon/blocks/1780905,66.004,67.239
lighthouse,2022-03-17 08:35:44.249612,http://localhost:5052/eth/v2/beacon/blocks/641865,58.9,60.445
lighthouse,2022-03-17 08:35:44.249615,http://localhost:5052/eth/v2/beacon/blocks/2559488,47.677,49.076
lighthouse,2022-03-17 08:35:44.249619,http://localhost:5052/eth/v2/beacon/blocks/948390,74.677,76.267
lighthouse,2022-03-17 08:35:44.249622,http://localhost:5052/eth/v2/beacon/blocks/335253,66.52,67.737
lighthouse,2022-03-17 08:35:44.249625,http://localhost:5052/eth/v2/beacon/blocks/2550972,45.631,47.391
lighthouse,2022-03-17 08:35:44.249629,http://localhost:5052/eth/v2/beacon/blocks/464866,44.844,47.316
lighthouse,2022-03-17 08:35:44.249635,http://localhost:5052/eth/v2/beacon/blocks/960526,94.745,96.213
lighthouse,2022-03-17 08:35:44.249638,http://localhost:5052/eth/v2/beacon/blocks/112928,18.917,20.491
lighthouse,2022-03-17 08:35:44.249647,http://localhost:5052/eth/v2/beacon/blocks/2344994,84.755,86.158
lighthouse,2022-03-17 08:35:44.249650,http://localhost:5052/eth/v2/beacon/blocks/194593,40.68,42.401
lighthouse,2022-03-17 08:35:44.249654,http://localhost:5052/eth/v2/beacon/blocks/1476057,16.05,17.482
lighthouse,2022-03-17 08:35:44.249657,http://localhost:5052/eth/v2/beacon/blocks/230633,37.335,38.745
lighthouse,2022-03-17 08:35:44.249660,http://localhost:5052/eth/v2/beacon/blocks/2250480,65.764,70.848
lighthouse,2022-03-17 08:35:44.249664,http://localhost:5052/eth/v2/beacon/blocks/2933180,283.189,284.735
lighthouse,2022-03-17 08:35:44.249667,http://localhost:5052/eth/v2/beacon/blocks/319885,46.8,48.043
lighthouse,2022-03-17 08:35:44.249670,http://localhost:5052/eth/v2/beacon/blocks/3349150,113.293,114.633
lighthouse,2022-03-17 08:35:44.249674,http://localhost:5052/eth/v2/beacon/blocks/2326112,115.292,116.954
lighthouse,2022-03-17 08:35:44.249677,http://localhost:5052/eth/v2/beacon/blocks/3224652,93.694,95.886
lighthouse,2022-03-17 08:35:44.249680,http://localhost:5052/eth/v2/beacon/blocks/2786977,23.226,25.001
lighthouse,2022-03-17 08:35:44.249684,http://localhost:5052/eth/v2/beacon/blocks/1285398,120.837,122.72
lighthouse,2022-03-17 08:35:44.249687,http://localhost:5052/eth/v2/beacon/blocks/564332,83.088,84.855
lighthouse,2022-03-17 08:35:44.249690,http://localhost:5052/eth/v2/beacon/blocks/2437020,73.845,75.2
lighthouse,2022-03-17 08:35:44.249694,http://localhost:5052/eth/v2/beacon/blocks/26948,66.375,67.534
lighthouse,2022-03-17 08:35:44.249697,http://localhost:5052/eth/v2/beacon/blocks/2866694,43.919,45.582
lighthouse,2022-03-17 08:35:44.249701,http://localhost:5052/eth/v2/beacon/blocks/3052815,156.894,158.4
lighthouse,2022-03-17 08:35:44.249704,http://localhost:5052/eth/v2/beacon/blocks/876520,29.618,31.563
lighthouse,2022-03-17 08:35:44.249707,http://localhost:5052/eth/v2/beacon/blocks/1944455,156.767,164.64
lighthouse,2022-03-17 08:35:44.249711,http://localhost:5052/eth/v2/beacon/blocks/1486820,25.069,32.918
lighthouse,2022-03-17 08:35:44.249714,http://localhost:5052/eth/v2/beacon/blocks/2281487,125.088,126.981
lighthouse,2022-03-17 08:35:44.249717,http://localhost:5052/eth/v2/beacon/blocks/2582379,58.397,60.088
lighthouse,2022-03-17 08:35:44.249720,http://localhost:5052/eth/v2/beacon/blocks/2304946,87.483,88.814
lighthouse,2022-03-17 08:35:44.249724,http://localhost:5052/eth/v2/beacon/blocks/2779373,28.558,29.894
lighthouse,2022-03-17 08:35:44.249727,http://localhost:5052/eth/v2/beacon/blocks/1163955,93.115,94.331
lighthouse,2022-03-17 08:35:44.249730,http://localhost:5052/eth/v2/beacon/blocks/1067443,41.819,43.011
lighthouse,2022-03-17 08:35:44.249734,http://localhost:5052/eth/v2/beacon/blocks/1960689,46.007,47.53
lighthouse,2022-03-17 08:35:44.249737,http://localhost:5052/eth/v2/beacon/blocks/2525516,44.712,46.148
lighthouse,2022-03-17 08:35:44.249740,http://localhost:5052/eth/v2/beacon/blocks/2584211,76.883,82.323
lighthouse,2022-03-17 08:35:44.249744,http://localhost:5052/eth/v2/beacon/blocks/1617968,399.182,403.789
lighthouse,2022-03-17 08:35:44.249747,http://localhost:5052/eth/v2/beacon/blocks/2766078,78.004,79.499
lighthouse,2022-03-17 08:35:44.249750,http://localhost:5052/eth/v2/beacon/blocks/2409876,117.267,132.049
lighthouse,2022-03-17 08:35:44.249754,http://localhost:5052/eth/v2/beacon/blocks/938280,47.239,48.63
lighthouse,2022-03-17 08:35:44.249757,http://localhost:5052/eth/v2/beacon/blocks/2676157,56.603,58.375
lighthouse,2022-03-17 08:35:44.249763,http://localhost:5052/eth/v2/beacon/blocks/887965,84.517,85.701
lighthouse,2022-03-17 08:35:44.249771,http://localhost:5052/eth/v2/beacon/blocks/1131524,109.658,113.572
lighthouse,2022-03-17 08:35:44.249777,http://localhost:5052/eth/v2/beacon/blocks/1195760,74.53,75.822
lighthouse,2022-03-17 08:35:44.249781,http://localhost:5052/eth/v2/beacon/blocks/1189710,34.957,36.499
lighthouse,2022-03-17 08:35:44.249784,http://localhost:5052/eth/v2/beacon/blocks/3140725,23.981,25.241
lighthouse,2022-03-17 08:35:44.249787,http://localhost:5052/eth/v2/beacon/blocks/1887731,55.606,57.112
lighthouse,2022-03-17 08:35:44.249791,http://localhost:5052/eth/v2/beacon/blocks/452965,64.735,66.136
lighthouse,2022-03-17 08:35:44.249794,http://localhost:5052/eth/v2/beacon/blocks/2827356,81.366,82.67
lighthouse,2022-03-17 08:35:44.249798,http://localhost:5052/eth/v2/beacon/blocks/2595493,31.95,33.464
lighthouse,2022-03-17 08:35:44.249803,http://localhost:5052/eth/v2/beacon/blocks/2726076,41.05,42.529
lighthouse,2022-03-17 08:35:44.249809,http://localhost:5052/eth/v2/beacon/blocks/1351768,104.021,105.411
lighthouse,2022-03-17 08:35:44.249819,http://localhost:5052/eth/v2/beacon/blocks/2096950,58.878,60.254
lighthouse,2022-03-17 08:35:44.249858,http://localhost:5052/eth/v2/beacon/blocks/2207879,67.624,69.037
lighthouse,2022-03-17 08:35:44.249862,http://localhost:5052/eth/v2/beacon/blocks/2168729,32.795,34.494
lighthouse,2022-03-17 08:35:44.249865,http://localhost:5052/eth/v2/beacon/blocks/2799065,89.812,91.405
lighthouse,2022-03-17 08:35:44.249868,http://localhost:5052/eth/v2/beacon/blocks/2876351,140.996,143.243
lighthouse,2022-03-17 08:35:44.249871,http://localhost:5052/eth/v2/beacon/blocks/2665842,48.69,50.028
lighthouse,2022-03-17 08:35:44.249874,http://localhost:5052/eth/v2/beacon/blocks/57443,29.041,30.532
lighthouse,2022-03-17 08:35:44.249877,http://localhost:5052/eth/v2/beacon/blocks/833848,145.679,146.981
lighthouse,2022-03-17 08:35:44.249880,http://localhost:5052/eth/v2/beacon/blocks/2297031,24.983,26.642
lighthouse,2022-03-17 08:35:44.249883,http://localhost:5052/eth/v2/beacon/blocks/2933145,96.998,98.504
lighthouse,2022-03-17 08:35:44.249887,http://localhost:5052/eth/v2/beacon/blocks/1707508,152.576,154.005
lighthouse,2022-03-17 08:35:44.249890,http://localhost:5052/eth/v2/beacon/blocks/2576936,64.678,66.747
lighthouse,2022-03-17 08:35:44.249893,http://localhost:5052/eth/v2/beacon/blocks/3014431,37.561,39.364
lighthouse,2022-03-17 08:35:44.249896,http://localhost:5052/eth/v2/beacon/blocks/1219075,236.926,238.361
lighthouse,2022-03-17 08:35:44.249899,http://localhost:5052/eth/v2/beacon/blocks/1105119,22.881,24.38
lighthouse,2022-03-17 08:35:44.249902,http://localhost:5052/eth/v2/beacon/blocks/2776396,82.506,83.951
lighthouse,2022-03-17 08:35:44.249905,http://localhost:5052/eth/v2/beacon/blocks/2411964,90.596,92.207
lighthouse,2022-03-17 08:35:44.249909,http://localhost:5052/eth/v2/beacon/blocks/968232,113.841,115.095
lighthouse,2022-03-17 08:35:44.249912,http://localhost:5052/eth/v2/beacon/blocks/224539,60.234,61.41
lighthouse,2022-03-17 08:35:44.249915,http://localhost:5052/eth/v2/beacon/blocks/2205502,73.84,75.241
lighthouse,2022-03-17 08:35:44.249918,http://localhost:5052/eth/v2/beacon/blocks/255850,38.066,39.238
lighthouse,2022-03-17 08:35:44.249921,http://localhost:5052/eth/v2/beacon/blocks/986656,38.105,39.38
lighthouse,2022-03-17 08:35:44.249924,http://localhost:5052/eth/v2/beacon/blocks/3189394,73.097,74.826
lighthouse,2022-03-17 08:35:44.249927,http://localhost:5052/eth/v2/beacon/blocks/1898338,43.631,45.506
lighthouse,2022-03-17 08:35:44.249947,http://localhost:5052/eth/v2/beacon/blocks/634374,99.581,102.047
lighthouse,2022-03-17 08:35:44.249959,http://localhost:5052/eth/v2/beacon/blocks/2348037,91.851,93.281
lighthouse,2022-03-17 08:35:44.249962,http://localhost:5052/eth/v2/beacon/blocks/3099167,54.913,56.416
lighthouse,2022-03-17 08:35:44.249965,http://localhost:5052/eth/v2/beacon/blocks/1286573,65.57,67.258
lighthouse,2022-03-17 08:35:44.249969,http://localhost:5052/eth/v2/beacon/blocks/2936054,25.248,26.894
lighthouse,2022-03-17 08:35:44.249972,http://localhost:5052/eth/v2/beacon/blocks/2856659,110.435,112.324
lighthouse,2022-03-17 08:35:44.249975,http://localhost:5052/eth/v2/beacon/blocks/1855727,99.763,101.346
lighthouse,2022-03-17 08:35:44.249979,http://localhost:5052/eth/v2/beacon/blocks/314609,70.031,74.883
lighthouse,2022-03-17 08:35:44.249985,http://localhost:5052/eth/v2/beacon/blocks/147259,80.403,82.771
lighthouse,2022-03-17 08:35:44.249989,http://localhost:5052/eth/v2/beacon/blocks/516390,29.95,33.985
lighthouse,2022-03-17 08:35:44.249992,http://localhost:5052/eth/v2/beacon/blocks/105212,65.768,67.076
lighthouse,2022-03-17 08:35:44.249995,http://localhost:5052/eth/v2/beacon/blocks/3075253,75.104,76.454
lighthouse,2022-03-17 08:35:44.249999,http://localhost:5052/eth/v2/beacon/blocks/165792,11.115,12.259
lighthouse,2022-03-17 08:35:44.250002,http://localhost:5052/eth/v2/beacon/blocks/1597428,9.955,11.386
lighthouse,2022-03-17 08:35:44.250005,http://localhost:5052/eth/v2/beacon/blocks/3377542,12.297,13.712
lighthouse,2022-03-17 08:35:44.250009,http://localhost:5052/eth/v2/beacon/blocks/1307890,24.246,25.517
lighthouse,2022-03-17 08:35:44.250012,http://localhost:5052/eth/v2/beacon/blocks/3073737,40.256,42.334
lighthouse,2022-03-17 08:35:44.250019,http://localhost:5052/eth/v2/beacon/blocks/1335235,44.523,46.43
lighthouse,2022-03-17 08:35:44.250022,http://localhost:5052/eth/v2/beacon/blocks/2329430,83.728,85.123
lighthouse,2022-03-17 08:35:44.250025,http://localhost:5052/eth/v2/beacon/blocks/2236781,13.879,15.6
lighthouse,2022-03-17 08:35:44.250029,http://localhost:5052/eth/v2/beacon/blocks/1395653,26.786,28.397
lighthouse,2022-03-17 08:35:44.250032,http://localhost:5052/eth/v2/beacon/blocks/508639,43.166,44.409
lighthouse,2022-03-17 08:35:44.250035,http://localhost:5052/eth/v2/beacon/blocks/1015935,19.275,20.645
lighthouse,2022-03-17 08:35:44.250039,http://localhost:5052/eth/v2/beacon/blocks/989346,42.733,44.234
lighthouse,2022-03-17 08:35:44.250042,http://localhost:5052/eth/v2/beacon/blocks/2775128,20.044,21.494
lighthouse,2022-03-17 08:35:44.250045,http://localhost:5052/eth/v2/beacon/blocks/676417,70.073,71.533
lighthouse,2022-03-17 08:35:44.250049,http://localhost:5052/eth/v2/beacon/blocks/580041,50.546,51.759
lighthouse,2022-03-17 08:35:44.250052,http://localhost:5052/eth/v2/beacon/blocks/2268194,57.832,59.162
lighthouse,2022-03-17 08:35:44.250055,http://localhost:5052/eth/v2/beacon/blocks/236498,73.633,74.959
lighthouse,2022-03-17 08:35:44.250059,http://localhost:5052/eth/v2/beacon/blocks/2641871,82.897,84.228
