PID,PID_NAME,TIME [month dd hh:mm:ss:ms],DISKUSAGE [MB],CPU[%],MEM[MB]1,systemd,September 16 09:18:28:731538,0.0,0.0,13.303808
1,systemd,September 16 09:18:28:736326,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:736457,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:736577,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:736687,0.0,0.0,0.0
1,systemd,September 16 09:18:28:736913,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:737060,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:737202,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:737352,0.0,0.0,0.0
1,systemd,September 16 09:18:28:737483,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:737689,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:737832,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:737972,0.0,0.0,0.0
1,systemd,September 16 09:18:28:738099,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:738217,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:738455,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:738580,0.0,0.0,0.0
1,systemd,September 16 09:18:28:738728,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:738868,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:738993,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:739183,0.0,0.0,0.0
1,systemd,September 16 09:18:28:739326,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:739454,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:739569,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:739707,0.0,0.0,0.0
1,systemd,September 16 09:18:28:739931,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:740048,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:740168,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:740278,0.0,0.0,0.0
1,systemd,September 16 09:18:28:740414,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:740643,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:740783,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:740899,0.0,0.0,0.0
1,systemd,September 16 09:18:28:741042,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:741170,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:741384,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:741515,0.0,0.0,0.0
1,systemd,September 16 09:18:28:741666,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:741807,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:741934,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:742189,0.0,0.0,0.0
1,systemd,September 16 09:18:28:742375,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:742542,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:742677,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:742800,0.0,0.0,0.0
1,systemd,September 16 09:18:28:743048,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:743194,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:743337,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:743458,0.0,0.0,0.0
1,systemd,September 16 09:18:28:743601,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:743862,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:743994,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:744120,0.0,0.0,0.0
1,systemd,September 16 09:18:28:744264,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:744427,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:744752,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:744910,0.0,0.0,0.0
1,systemd,September 16 09:18:28:745074,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:745195,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:745336,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:745595,0.0,0.0,0.0
1,systemd,September 16 09:18:28:745781,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:745931,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:746054,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:746185,0.0,0.0,0.0
1,systemd,September 16 09:18:28:746465,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:746620,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:746761,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:746888,0.0,0.0,0.0
1,systemd,September 16 09:18:28:747040,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:747287,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:747423,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:747564,0.0,0.0,0.0
1,systemd,September 16 09:18:28:747742,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:747904,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:748201,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:748350,0.0,0.0,0.0
1,systemd,September 16 09:18:28:748522,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:748704,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:748875,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:749176,0.0,0.0,0.0
1,systemd,September 16 09:18:28:749348,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:749505,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:749684,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:749830,0.0,0.0,0.0
1,systemd,September 16 09:18:28:750140,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:750321,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:750502,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:750641,0.0,0.0,0.0
1,systemd,September 16 09:18:28:750822,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:751056,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:751196,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:751352,0.0,0.0,0.0
1,systemd,September 16 09:18:28:751501,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:751627,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:751864,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:752002,0.0,0.0,0.0
1,systemd,September 16 09:18:28:752150,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:752289,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:752421,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:752651,0.0,0.0,0.0
1,systemd,September 16 09:18:28:752805,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:752967,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:753081,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:753194,0.0,0.0,0.0
1,systemd,September 16 09:18:28:753635,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:753878,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:754080,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:754406,0.0,0.0,0.0
1,systemd,September 16 09:18:28:754570,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:754876,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:755096,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:755335,0.0,0.0,0.0
1,systemd,September 16 09:18:28:755590,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:755826,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:756297,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:756566,0.0,0.0,0.0
1,systemd,September 16 09:18:28:756887,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:757127,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:757336,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:757709,0.0,0.0,0.0
1,systemd,September 16 09:18:28:757947,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:758174,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:758406,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:758626,0.0,0.0,0.0
1,systemd,September 16 09:18:28:759054,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:759220,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:759402,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:759585,0.0,0.0,0.0
1,systemd,September 16 09:18:28:759812,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:760135,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:760301,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:760478,0.0,0.0,0.0
1,systemd,September 16 09:18:28:760703,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:760870,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:761189,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:761369,0.0,0.0,0.0
1,systemd,September 16 09:18:28:761572,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:761754,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:761954,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:762281,0.0,0.0,0.0
1,systemd,September 16 09:18:28:762507,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:762657,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:762854,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:762997,0.0,0.0,0.0
1,systemd,September 16 09:18:28:763301,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:763441,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:763588,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:763759,0.0,0.0,0.0
1,systemd,September 16 09:18:28:763905,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:764174,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:764321,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:764451,0.0,0.0,0.0
1,systemd,September 16 09:18:28:764599,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:764718,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:764910,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:765062,0.0,0.0,0.0
1,systemd,September 16 09:18:28:765219,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:765348,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:765492,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:765719,0.0,0.0,0.0
1,systemd,September 16 09:18:28:765900,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:766076,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:766182,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:766282,0.0,0.0,0.0
1,systemd,September 16 09:18:28:766575,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:766760,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:766908,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:767055,0.0,0.0,0.0
1,systemd,September 16 09:18:28:767245,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:767432,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:767521,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:767622,0.0,0.0,0.0
1,systemd,September 16 09:18:28:767717,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:767837,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:768046,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:768174,0.0,0.0,0.0
1,systemd,September 16 09:18:28:768312,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:768450,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:768577,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:768793,0.0,0.0,0.0
1,systemd,September 16 09:18:28:768945,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:769079,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:769223,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:769364,0.0,0.0,0.0
1,systemd,September 16 09:18:28:769606,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:769761,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:769899,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:770041,0.0,0.0,0.0
1,systemd,September 16 09:18:28:770199,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:770407,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:770531,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:770646,0.0,0.0,0.0
1,systemd,September 16 09:18:28:770775,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:770897,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:771107,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:771225,0.0,0.0,0.0
1,systemd,September 16 09:18:28:771328,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:771420,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:771511,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:771667,0.0,0.0,0.0
1,systemd,September 16 09:18:28:771796,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:771935,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:772070,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:772196,0.0,0.0,0.0
1,systemd,September 16 09:18:28:772461,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:772604,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:772750,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:772887,0.0,0.0,0.0
1,systemd,September 16 09:18:28:773029,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:773252,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:773391,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:773531,0.0,0.0,0.0
1,systemd,September 16 09:18:28:773685,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:773829,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:774084,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:774241,0.0,0.0,0.0
1,systemd,September 16 09:18:28:774703,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:774905,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:775050,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:775366,0.0,0.0,0.0
1,systemd,September 16 09:18:28:775537,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:775729,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:775873,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:776002,0.0,0.0,0.0
1,systemd,September 16 09:18:28:776298,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:776457,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:776634,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:776779,0.0,0.0,0.0
1,systemd,September 16 09:18:28:776931,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:777169,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:777300,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:777479,0.0,0.0,0.0
1,systemd,September 16 09:18:28:777650,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:777835,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:778103,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:778269,0.0,0.0,0.0
1,systemd,September 16 09:18:28:778466,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:778615,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:778783,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:779000,0.0,0.0,0.0
1,systemd,September 16 09:18:28:779134,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:779262,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:779374,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:779491,0.0,0.0,0.0
1,systemd,September 16 09:18:28:779722,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:779851,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:779982,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:780102,0.0,0.0,0.0
1,systemd,September 16 09:18:28:780234,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:780451,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:780569,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:780698,0.0,0.0,0.0
1,systemd,September 16 09:18:28:780875,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:781012,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:781257,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:781394,0.0,0.0,0.0
1,systemd,September 16 09:18:28:781534,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:781690,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:781827,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:782041,0.0,0.0,0.0
1,systemd,September 16 09:18:28:782211,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:782343,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:782467,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:782600,0.0,0.0,0.0
1,systemd,September 16 09:18:28:782840,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:782988,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:783114,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:783236,0.0,0.0,0.0
1,systemd,September 16 09:18:28:783388,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:783620,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:783768,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:783907,0.0,0.0,0.0
1,systemd,September 16 09:18:28:784041,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:784169,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:784382,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:784503,0.0,0.0,0.0
1,systemd,September 16 09:18:28:784650,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:784778,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:784897,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:785107,0.0,0.0,0.0
1,systemd,September 16 09:18:28:785242,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:785372,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:785494,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:785618,0.0,0.0,0.0
1,systemd,September 16 09:18:28:785866,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:786028,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:786168,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:786309,0.0,0.0,0.0
1,systemd,September 16 09:18:28:786451,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:786699,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:786906,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:787085,0.0,0.0,0.0
1,systemd,September 16 09:18:28:787315,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:787497,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:787832,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:788007,0.0,0.0,0.0
1,systemd,September 16 09:18:28:788195,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:788378,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:788561,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:788879,0.0,0.0,0.0
1,systemd,September 16 09:18:28:789085,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:789265,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:789452,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:789650,0.0,0.0,0.0
1,systemd,September 16 09:18:28:789965,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:790152,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:790346,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:790495,0.0,0.0,0.0
1,systemd,September 16 09:18:28:790678,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:790928,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:791085,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:791238,0.0,0.0,0.0
1,systemd,September 16 09:18:28:791394,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:791570,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:791813,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:791993,0.0,0.0,0.0
1,systemd,September 16 09:18:28:792187,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:792321,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:792455,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:792666,0.0,0.0,0.0
1,systemd,September 16 09:18:28:792838,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:792987,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:793131,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:793279,0.0,0.0,0.0
1,systemd,September 16 09:18:28:793540,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:793724,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:793858,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:793992,0.0,0.0,0.0
1,systemd,September 16 09:18:28:794150,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:794572,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:794714,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:794843,0.0,0.0,0.0
1,systemd,September 16 09:18:28:795002,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:795137,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:795359,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:795494,0.0,0.0,0.0
1,systemd,September 16 09:18:28:795641,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:795785,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:795918,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:796140,0.0,0.0,0.0
1,systemd,September 16 09:18:28:796301,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:796444,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:796579,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:796715,0.0,0.0,0.0
1,systemd,September 16 09:18:28:796964,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:797126,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:797256,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:797373,0.0,0.0,0.0
1,systemd,September 16 09:18:28:797530,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:797787,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:797970,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:798116,0.0,0.0,0.0
1,systemd,September 16 09:18:28:798275,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:798435,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:798660,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:798801,0.0,0.0,0.0
1,systemd,September 16 09:18:28:798944,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:799080,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:799211,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:799421,0.0,0.0,0.0
1,systemd,September 16 09:18:28:799574,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:799718,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:799853,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:799998,0.0,0.0,0.0
1,systemd,September 16 09:18:28:800244,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:800388,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:800525,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:800656,0.0,0.0,0.0
1,systemd,September 16 09:18:28:800805,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:801035,0.0,0.0,0.0
3,rcu_gp,September 16 09:18:28:801175,0.0,0.0,0.0
4,rcu_par_gp,September 16 09:18:28:801307,0.0,0.0,0.0
1,systemd,September 16 09:18:28:801453,0.0,0.0,13.303808
2,kthreadd,September 16 09:18:28:801586,0.0,0.0,0.0
